0,1
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h07/h07-080/h07-080-08-02.png,towns
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b04/b04-004/b04-004-08-04.png,by
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b04/b04-040/b04-040-00-02.png,no
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/p06/p06-242/p06-242-04-02.png,.
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g01/g01-012/g01-012-01-02.png,charge
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/p03/p03-033/p03-033-03-06.png,won't
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g01/g01-025/g01-025-09-00.png,Peasants'
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c04/c04-035/c04-035-03-10.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r02/r02-117/r02-117-03-03.png,NOT
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c04/c04-004/c04-004-02-07.png,Fox
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f02/f02-040/f02-040-05-02.png,The
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-031m/g06-031m-01-08.png,I
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c02/c02-003/c02-003-02-00.png,may
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/e01/e01-119/e01-119-04-04.png,bring
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/k04/k04-079/k04-079-09-03.png,herself
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g02/g02-065/g02-065-06-03.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-094c/c03-094c-03-03.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d06/d06-060/d06-060-06-06.png,an
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/e07/e07-086/e07-086-00-07.png,economic
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-072u/a01-072u-05-04.png,It
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-047g/g06-047g-01-05.png,year
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b05/b05-042/b05-042-03-07.png,highly
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c02/c02-059/c02-059-05-00.png,and
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f07/f07-028a/f07-028a-03-08.png,banquets
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b04/b04-128/b04-128-02-00.png,Even
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d06/d06-050/d06-050-00-08.png,really
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r06/r06-022/r06-022-00-07.png,because
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/k07/k07-158/k07-158-03-02.png,I
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d07/d07-100/d07-100-01-02.png,quoted
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-031n/g06-031n-08-07.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h01/h01-010/h01-010-06-02.png,The
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g02/g02-059/g02-059-03-07.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/k04/k04-005/k04-005-04-01.png,confusion
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-031r/g06-031r-02-09.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r06/r06-076/r06-076-04-06.png,God
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/m04/m04-138/m04-138-01-02.png,If
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f07/f07-002/f07-002-01-09.png,marvel
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g02/g02-062/g02-062-07-07.png,arteries
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r02/r02-078/r02-078-03-07.png,barrier
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/l04/l04-113/l04-113-03-00.png,scraps
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-081c/c03-081c-06-00.png,Mr.
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n04/n04-068/n04-068-07-03.png,she
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h02/h02-022/h02-022-05-00.png,body
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-084d/c03-084d-00-03.png,production
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-042b/g06-042b-02-06.png,As
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f07/f07-032b/f07-032b-04-03.png,of
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-003x/a01-003x-01-02.png,of
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d06/d06-111/d06-111-00-02.png,not
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/e07/e07-098/e07-098-08-03.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a03/a03-027/a03-027-08-01.png,Mr.
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-026f/g06-026f-01-00.png,who
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a04/a04-015/a04-015-05-00.png,common
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-018r/g06-018r-06-07.png,fire
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a05/a05-104/a05-104-00-03.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-087d/c03-087d-07-06.png,faith
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-089/g06-089-04-01.png,at
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/e01/e01-059/e01-059-02-04.png,at
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c04/c04-044/c04-044-05-06.png,particularly
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-016b/c03-016b-04-03.png,something
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-053x/a01-053x-03-00.png,to
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n04/n04-048/n04-048-01-00.png,famous
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-037g/g06-037g-06-05.png,had
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-011a/g06-011a-06-01.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-007/a01-007-06-02.png,Northern
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r06/r06-126/r06-126-08-05.png,she
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d07/d07-102/d07-102-06-05.png,Joshua
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g04/g04-072/g04-072-04-06.png,splendid
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d06/d06-100/d06-100-00-06.png,much
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n03/n03-120/n03-120-05-01.png,trout
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-037o/g06-037o-08-04.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n03/n03-082/n03-082-06-04.png,Big
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/e01/e01-029/e01-029-08-04.png,talent
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/l07/l07-074/l07-074-01-03.png,'re
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g03/g03-052/g03-052-00-02.png,no
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r06/r06-062/r06-062-04-02.png,but
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/j06/j06-026/j06-026-04-01.png,justly
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n03/n03-079/n03-079-03-00.png,down
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/m01/m01-026/m01-026-00-01.png,was
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g07/g07-047/g07-047-01-10.png,but
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a06/a06-057/a06-057-02-09.png,unprecedented
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g07/g07-030/g07-030-00-02.png,dreaded
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-011j/g06-011j-07-03.png,every
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/m04/m04-100/m04-100-07-01.png,Hayball
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/l01/l01-129/l01-129-06-03.png,her
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a04/a04-069/a04-069-00-02.png,Macmillan
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b06/b06-023/b06-023-00-02.png,divisions
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n02/n02-033/n02-033-04-02.png,itself
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/p03/p03-023/p03-023-01-09.png,we
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r02/r02-127/r02-127-03-01.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/p02/p02-090/p02-090-01-04.png,a
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-091/a01-091-06-02.png,bear
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h04/h04-082/h04-082-08-09.png,are
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n04/n04-048/n04-048-03-08.png,his
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/m03/m03-114/m03-114-02-02.png,reserved
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a05/a05-121/a05-121-02-00.png,It
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-038/a01-038-06-05.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d01/d01-098/d01-098-02-04.png,book
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-016b/c03-016b-08-06.png,leaves
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-050c/g06-050c-07-09.png,of
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/e01/e01-059/e01-059-06-05.png,or
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a06/a06-000/a06-000-00-02.png,LLOYD
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a05/a05-044/a05-044-07-04.png,been
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-077/a01-077-06-05.png,He
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a04/a04-006/a04-006-02-06.png,an
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/j07/j07-015/j07-015-04-00.png,manufacturing
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/l07/l07-052/l07-052-01-07.png,'m
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b02/b02-102/b02-102-06-05.png,as
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a04/a04-054/a04-054-00-05.png,to
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-091u/a01-091u-07-03.png,.
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a02/a02-037/a02-037-08-05.png,a
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/j04/j04-098/j04-098-07-00.png,were
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f07/f07-013/f07-013-04-02.png,guest
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-007f/c03-007f-06-07.png,to
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d04/d04-086/d04-086-04-05.png,fruit
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h04/h04-025/h04-025-01-00.png,in
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a03/a03-073/a03-073-06-03.png,satellite
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f07/f07-028b/f07-028b-05-01.png,banquets
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-093/g06-093-01-02.png,Crown
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g01/g01-000/g01-000-04-00.png,one
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c06/c06-047/c06-047-05-06.png,Theatre
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/j01/j01-045/j01-045-03-00.png,with
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/k03/k03-157/k03-157-00-00.png,'
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a05/a05-069/a05-069-00-03.png,end
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g04/g04-043/g04-043-07-00.png,co-operated
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d06/d06-072/d06-072-03-07.png,their
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/p06/p06-104/p06-104-02-05.png,The
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a02/a02-098/a02-098-03-05.png,fresh
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/m04/m04-200/m04-200-02-00.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-003c/c03-003c-01-01.png,throughout
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g04/g04-077/g04-077-01-06.png,organized
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/m01/m01-017/m01-017-07-01.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-128u/a01-128u-08-06.png,of
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/j04/j04-024/j04-024-04-06.png,lead
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b05/b05-045/b05-045-01-05.png,sprayer
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f01/f01-147/f01-147-08-02.png,.
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/j01/j01-045/j01-045-07-00.png,oxidizing
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/l04/l04-087/l04-087-03-07.png,heavily
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b01/b01-079/b01-079-00-03.png,to
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a05/a05-104/a05-104-08-03.png,their
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c02/c02-007/c02-007-05-05.png,:
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b04/b04-047/b04-047-00-11.png,to
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a04/a04-050/a04-050-04-05.png,opposed
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a02/a02-106/a02-106-05-01.png,thorniest
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-031a/g06-031a-06-08.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h02/h02-004/h02-004-01-00.png,first
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a06/a06-141/a06-141-05-07.png,army
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-068u/a01-068u-01-04.png,more
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b01/b01-084/b01-084-02-00.png,"3,000"
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-037c/g06-037c-06-02.png,effective
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-037c/g06-037c-01-07.png,Sir
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d06/d06-008/d06-008-03-00.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/k04/k04-017/k04-017-00-06.png,Olimpia
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r02/r02-109/r02-109-02-06.png,to
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n04/n04-044/n04-044-02-03.png,second
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f04/f04-004/f04-004-04-10.png,have
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r06/r06-007/r06-007-00-03.png,a
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-011i/g06-011i-00-02.png,end
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-007/a01-007-02-01.png,would
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r06/r06-137/r06-137-07-10.png,we
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b01/b01-136/b01-136-05-00.png,marry
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/l04/l04-113/l04-113-02-08.png,","
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h01/h01-014/h01-014-03-08.png,Housing
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d07/d07-085/d07-085-05-00.png,R.
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b01/b01-038/b01-038-07-03.png,in
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-049x/a01-049x-09-07.png,received
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/p03/p03-135/p03-135-01-02.png,her
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r03/r03-050/r03-050-04-04.png,finger-nails
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/e07/e07-076/e07-076-07-02.png,not
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d04/d04-050/d04-050-03-06.png,man
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-011r/g06-011r-04-06.png,is
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/n02/n02-109/n02-109-01-04.png,we
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/m04/m04-100/m04-100-01-03.png,Stung
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/f04/f04-061/f04-061-06-01.png,an
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d04/d04-047/d04-047-07-07.png,by
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-011k/g06-011k-06-04.png,a
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g01/g01-067/g01-067-00-07.png,interesting
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d05/d05-030/d05-030-03-08.png,was
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a03/a03-054/a03-054-04-08.png,back
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c06/c06-043/c06-043-04-01.png,by
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-047d/g06-047d-01-05.png,year
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d05/d05-030/d05-030-01-02.png,much
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c06/c06-095/c06-095-01-00.png,""""
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/e07/e07-098/e07-098-09-03.png,others
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-096e/c03-096e-02-03.png,feels
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d03/d03-117/d03-117-07-05.png,and
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g07/g07-034/g07-034-01-04.png,he
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a02/a02-120/a02-120-00-03.png,the
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h07/h07-078/h07-078-01-03.png,has
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a05/a05-094/a05-094-01-01.png,range
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/j04/j04-046/j04-046-06-05.png,dilute
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-031f/g06-031f-03-04.png,great
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/k02/k02-093/k02-093-01-06.png,arrangements
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/r06/r06-027/r06-027-02-04.png,roof
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d06/d06-030/d06-030-03-07.png,difference
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a02/a02-072/a02-072-00-12.png,That
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c04/c04-056/c04-056-04-03.png,.
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b06/b06-064/b06-064-08-03.png,against
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/b06/b06-064/b06-064-09-00.png,doubtful
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/k04/k04-142/k04-142-03-03.png,him
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a06/a06-044/a06-044-01-07.png,most
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/g06/g06-050d/g06-050d-00-07.png,his
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c04/c04-000/c04-000-04-06.png,.
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/h01/h01-030/h01-030-00-00.png,The
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a03/a03-006/a03-006-01-07.png,of
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/k04/k04-061/k04-061-07-05.png,his
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/a01/a01-107u/a01-107u-05-03.png,""""
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/d06/d06-082/d06-082-00-07.png,much
/home/dom/ml-project-2-syc-group/data/iam_dataset/words/c03/c03-007c/c03-007c-02-05.png,.
